OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,GRMZM2G057459,GRMZM2G148807
KAKRNA24_L3Tip_B14A_GCAGCC,L3Tip,L3Tip,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,1.79828
KAKRNA17_Kern_B14A_CGAAGG,Kern,Kern,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,2.9457
10343262_LMAN8_B164_TGGCGA,LMAN8,LMAN,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,2.22341,6.67022
KAKRNA3_GShoot_B164_TGCACG,GShoot,GShoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0.81992,2.45976
KAKRNA4_10346258_GRoot_B164_TGCACG,GRoot,GRoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,1.60547,1.2041
KAKRNA20_10346930_L3Base_B164_TGACAC,L3Base,L3Base,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,3.33766,0.33377
KAKRNA21_10346931_L3Tip_B164_TGACAC,L3Tip,L3Tip,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0.31047,4.96755
KAKRNA18_Kern_B164_CAGGAC,Kern,Kern,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0,2.16725
10343262_LMAN8_B2_ACAGAT,LMAN8,LMAN,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0.30144,26.52637
KAKRNA5_GShoot_B2_ACTCTT,GShoot,GShoot,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0.79557,3.58006
KAKRNA20_10346930_L3Base_B2_AGGCAT,L3Base,L3Base,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0,4.88714
KAKRNA21_10346931_L3Tip_B2_AGGCAT,L3Tip,L3Tip,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0,40.05228
KAKRNA17_Kern_B2_AGAATC,Kern,Kern,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0,3.34989
10343262_LMAN8_B37_TGTGCA,LMAN8,LMAN,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,15.49283
KAKRNA3_GShoot_B37_AAGACA,GShoot,GShoot,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,1.20464,0.90348
KAKRNA4_10346258_GRoot_B37_AAGACA,GRoot,GRoot,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,1.97011,0.98505
KAKRNA27_10346929_L3Tip_B37_GTGCCA,L3Tip,L3Tip,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0.89092,39.20057
KAKRNA26_L3Base_B37_GTGCCA,L3Base,L3Base,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,1.23022,1.72231
KAKRNA18_Kern_B37_AAGTGG,Kern,Kern,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,0.34182
10343264_LMAN26_B46_ACCGTG,LMAN26,LMAN,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0,30.97011
10343927_LMAD26_B46_CGATCT,LMAD26,LMAD,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0.47685,28.13426
10344823_GShoot_B46_AGTTGA,GShoot,GShoot,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,2.2638,0.56595
KAKRNA28_L3Base_B46_CTCTCG,L3Base,L3Base,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0.51275,2.56376
KAKRNA28_L3Mid_B46_GCGCTG,L3Mid,L3Mid,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0,0
KAKRNA28_L3Tip_B46_CGTCGC,L3Tip,L3Tip,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0,10.48968
10343264_LMAN26_B52_ATAAGA,LMAN26,LMAN,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0.76182,13.33189
10343927_LMAD26_B52_TGCTAT,LMAD26,LMAD,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0,30.63851
KAKRNA14_GShoot_B52_GCTCGA,GShoot,GShoot,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0,0
KAKRNA2_10346259_GRoot_B52_TGTGCA,GRoot,GRoot,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0.43534,0.43534
KAKRNA27_10346929_L3Tip_B52_ACTCTT,L3Tip,L3Tip,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0,22.18804
KAKRNA26_L3Base_B52_ACTCTT,L3Base,L3Base,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,1.46489,3.29601
10343262_LMAN8_B57_CCTAAG,LMAN8,LMAN,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0.65701,28.58002
KAKRNA5_GShoot_B57_CCAATT,GShoot,GShoot,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0.34206,4.78885
KAKRNA6_10346261_GRoot_B57_CCAATT,GRoot,GRoot,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,2.07199,2.07199
KAKRNA20_10346930_L3Base_B57_CAGATG,L3Base,L3Base,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,1.3421,3.57893
KAKRNA21_10346931_L3Tip_B57_CAGATG,L3Tip,L3Tip,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,1.32536,28.49531
KAKRNA18_Kern_B57_CGGTTA,Kern,Kern,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0,3.1495
10343264_LMAN26_B64_ACCAGT,LMAN26,LMAN,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,11.86871
10343927_LMAD26_B64_GCGAAT,LMAD26,LMAD,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,23.96937
KAKRNA3_GShoot_B64_ACCGTG,GShoot,GShoot,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0.54839,1.37097
KAKRNA4_10346258_GRoot_B64_ACCGTG,GRoot,GRoot,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,0.37354
KAKRNA20_10346930_L3Base_B64_CGGTTA,L3Base,L3Base,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0.99911,2.66428
KAKRNA21_10346931_L3Tip_B64_CGGTTA,L3Tip,L3Tip,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,4.75463
KAKRNA18_Kern_B64_GTAGAA,Kern,Kern,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,1.68202
KAKRNA16_Kern_B64_GAAGTG,Kern,Kern,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,1.18544
10343262_LMAN8_B68_ATAAGA,LMAN8,LMAN,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,7.41165
KAKRNA3_GShoot_B68_CCTGCT,GShoot,GShoot,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,1.41307,0.47102
KAKRNA4_10346258_GRoot_B68_CCTGCT,GRoot,GRoot,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,1.89357
KAKRNA20_10346930_L3Base_B68_GACGAT,L3Base,L3Base,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0.78931,1.18397
KAKRNA21_10346931_L3Tip_B68_GACGAT,L3Tip,L3Tip,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,5.94529
KAKRNA18_Kern_B68_ACACGC,Kern,Kern,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,2.17998
10343262_LMAN8_B73_AATGAA,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.39727,45.41133
10343262_LMAN8_B73_CCAATT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,41.37664
10343262_LMAN8_B73_GCGCTG,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,36.91164
10343262_LMAN8_B73_GGCCAA,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,36.90315
10343264_LMAD26_B73_CAAGCA,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,58.11462
10343264_LMAN26_B73_ACTCTT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,17.93591
10343264_LMAN26_B73_CCTGCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.76491,24.12049
10343264_LMAN26_B73_GTGTAG,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.26797,16.6143
10343264_LMAN26_B73_TCAGGA,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,21.66352
10343927_LMAD26_B73_CAGATG,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,53.68236
10343927_LMAD26_B73_CGCGGA,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,57.27379
10343927_LMAD26_B73_GATCAC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,54.31953
10343927_LMAD26_B73_TATGTC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,39.04877
10343927_LMAD26_B73_TTCCGC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,69.25477
10343927_LMAN8_B73_AGGCAT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,3.33969,27.83072
10343927_LMAN8_B73_CACACT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,66.71993
10343927_LMAN8_B73_GCGCTG,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,29.96988
10344823_LMid_B73_CAGGAC,L3Mid,L3Mid,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,2.08934,10.96905
10344823_LMid_B73_CGCCTG,L3Mid,L3Mid,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,11.00231
10344825_L3Base_B73_CAGGAC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.4435,1.77402
10344825_L3Base_B73_CGCCTG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.05901,2.91227
10344827_LMAN26_B73_CCTGCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,14.84377
10344827_LMAN26_B73_GAACCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,18.22372
10344827_LMAN26_B73_GCAGCC,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,17.54011
KAKRNA3_GShoot_B73_AACCGA,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.85481,0.74192
KAKRNA3_GShoot_B73_CCAATT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.34037,2.72294
KAKRNA3_GShoot_B73_CTCCAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.31358,1.25431
KAKRNA3_GShoot_B73_GACGAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.81015,0.81015
KAKRNA3_GShoot_B73_GTTACC,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.79917,3.2385
KAKRNA5_GShoot_B73_AGTTGA,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.73601,2.17001
KAKRNA5_GShoot_B73_CAGCGT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,0.69579
KAKRNA5_GShoot_B73_GACGAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.30461,1.30461
KAKRNA4_10346258_GRoot_B73_AACCGA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.40498,1.21495
KAKRNA4_10346258_GRoot_B73_CCAATT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.06163,0.26541
KAKRNA4_10346258_GRoot_B73_CTCCAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.69087
KAKRNA4_10346258_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.94862,0.94862
KAKRNA4_10346258_GRoot_B73_GTTACC,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.82616,0.41308
KAKRNA2_10346259_GRoot_B73_AACAAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.58487,0.58487
KAKRNA2_10346259_GRoot_B73_ATTGGT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.26233,2.09866
KAKRNA2_10346259_GRoot_B73_CGAAGG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.26111,0.52222
KAKRNA2_10346259_GRoot_B73_CGGTTA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.64692,0.32938
KAKRNA2_10346259_GRoot_B73_CTAGTC,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.3057,1.52848
KAKRNA2_10346259_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.34636,1.73181
KAKRNA2_10346259_GRoot_B73_GCGCTG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.37546,0.68773
KAKRNA2_10346259_GRoot_B73_GTGTAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.57564,1.4391
KAKRNA2_10346259_GRoot_B73_TTCGAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.72294,3.25323
KAKRNA6_10346261_GRoot_B73_AGTTGA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.61877,1.85632
KAKRNA6_10346261_GRoot_B73_CAGCGT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.96773
KAKRNA6_10346261_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.71869,0.71869
KAKRNA27_10346929_Kern_B73_CAGCGT,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,4.91135
KAKRNA27_10346929_L3Tip_B73_AACGCC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.75372,49.74522
KAKRNA27_10346929_L3Tip_B73_ACATTA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.81711,44.94123
KAKRNA27_10346929_L3Tip_B73_AGAATC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,34.09029
KAKRNA27_10346929_L3Tip_B73_CCGACC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,43.09753
KAKRNA27_10346929_L3Tip_B73_GCTCGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,42.39546
KAKRNA27_10346929_L3Tip_B73_GGTGAG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.5546,41.04023
KAKRNA20_10346930_L3Base_B73_ACCTAC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,2.78304,3.33964
KAKRNA20_10346930_L3Base_B73_ACTCTT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,2.83462
KAKRNA20_10346930_L3Base_B73_CACTAA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,2.85969
KAKRNA20_10346930_L3Base_B73_CTAGTC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.65117,2.60468
KAKRNA20_10346930_L3Base_B73_GAAGTG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.67117
KAKRNA20_10346930_L3Base_B73_GAGTCC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.91455
KAKRNA20_10346930_L3Base_B73_GCCACA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.81201,3.62402
KAKRNA20_10346930_L3Base_B73_GTGCCA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.60298,4.80893
KAKRNA20_10346930_L3Base_B73_GTTACC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.71862,1.07793
KAKRNA20_10346930_L3Base_B73_TACCTT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,0.40501
KAKRNA20_10346930_L3Base_B73_TGGCGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.88403,3.14005
KAKRNA21_10346931_L3Tip_B73_ACCTAC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,22.96006
KAKRNA21_10346931_L3Tip_B73_ACTCTT,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,42.49315
KAKRNA21_10346931_L3Tip_B73_CACTAA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.77494,32.54743
KAKRNA21_10346931_L3Tip_B73_CTAGTC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,28.85314
KAKRNA21_10346931_L3Tip_B73_GAAGTG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,52.99318
KAKRNA21_10346931_L3Tip_B73_GAGTCC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,31.39197
KAKRNA21_10346931_L3Tip_B73_GCCACA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,39.78677
KAKRNA21_10346931_L3Tip_B73_GTGCCA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,36.61715
KAKRNA21_10346931_L3Tip_B73_GTTACC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,30.35152
KAKRNA21_10346931_L3Tip_B73_TACCTT,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,31.92449
KAKRNA21_10346931_L3Tip_B73_TGGCGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,38.66248
KAKRNA23_10346932_L3Base_B73_AATAGC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.37935,1.13804
KAKRNA23_10346932_L3Base_B73_ATAAGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,2.23134
KAKRNA23_10346932_L3Base_B73_CACACT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.08331
KAKRNA23_10346932_L3Base_B73_CGCGGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.88992,5.7845
KAKRNA23_10346932_L3Base_B73_GAACCT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.40878,2.04392
KAKRNA23_10346932_L3Base_B73_GATCAC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.34593,4.71077
KAKRNA23_10346932_L3Base_B73_GCTCGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.0517,0.35057
KAKRNA23_10346932_L3Base_B73_GTCAGG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.3502
KAKRNA24_L3Tip_B73_AATAGC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,26.9813
KAKRNA24_L3Tip_B73_ATAAGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.79132,33.23565
KAKRNA24_L3Tip_B73_CACACT,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,19.81316
KAKRNA24_L3Tip_B73_CAGATG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,28.55041
KAKRNA24_L3Tip_B73_CGCGGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.74722,31.38324
KAKRNA24_L3Tip_B73_GAACCT,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,30.70553
KAKRNA24_L3Tip_B73_GATCAC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,29.02893
KAKRNA24_L3Tip_B73_GCTCGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,2.84496,24.18212
KAKRNA24_L3Tip_B73_GTCAGG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.89181,25.41656
KAKRNA26_L3Base_B73_AACGCC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.12155,3.92541
KAKRNA26_L3Base_B73_ACATTA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.44431,5.77599
KAKRNA26_L3Base_B73_AGAATC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.96855,2.90564
KAKRNA26_L3Base_B73_CCGACC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,2.31316
KAKRNA26_L3Base_B73_GCTCGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.3849,2.69431
KAKRNA26_L3Base_B73_GGTGAG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.74165,9.14707
KAKRNA18_Kern_B73_AGACCA,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,4.43557
KAKRNA18_Kern_B73_ATAAGA,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.11226
KAKRNA17_Kern_B73_GGCCAA,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,6.03735
KAKRNA17_Kern_B73_TCGTTC,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,4.85373
KAKRNA17_Kern_B73_TTGGTA,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,4.79717
KAKRNA16_Kern_B73_AGGCAT,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.99488
KAKRNA16_Kern_B73_ATGAAC,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,2.58474
KAKRNA16_Kern_B73_CACACT,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,6.74282
KAKRNA16_Kern_B73_CGAAGG,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.60107,4.508
KAKRNA16_Kern_B73_GGTGAG,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.52547
10343262_LMAN8_B73Htrhm_AATCCG,LMAN8,LMAN,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,0.64358,36.68382
KAKRNA5_GShoot_B73Htrhm_CGCGGA,GShoot,GShoot,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,0.3564,3.20759
KAKRNA6_10346261_GRoot_B73Htrhm_CGCGGA,GRoot,GRoot,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,1.16301,1.16301
KAKRNA20_10346930_L3Base_B73Htrhm_GCTCGA,L3Base,L3Base,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,1.25503,0.62751
KAKRNA21_10346931_L3Tip_B73Htrhm_GCTCGA,L3Tip,L3Tip,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,0,39.92935
KAKRNA18_Kern_B73Htrhm_AGAATC,Kern,Kern,B73Htrhm,B73Htrhm,282set_B73,B73Htrhm,B73Htrhm:8042MABXX:2:E1,Ames27065,0,4.31179
KAKRNA14_GShoot_B73-10_AAGACA,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.87607,4.38033
KAKRNA14_GShoot_B73-10_AAGTGG,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.39205,1.96026
KAKRNA14_GShoot_B73-10_AGAATC,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.8672,1.7344
KAKRNA14_GShoot_B73-10_AGTACT,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.59886,1.27909
KAKRNA14_GShoot_B73-10_CCGACC,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.95807,3.35326
KAKRNA14_GShoot_B73-10_CGATCT,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.86887,3.04105
KAKRNA14_GShoot_B73-10_TAATCG,GShoot,GShoot,B73-10,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,0.9512
10343262_LMAN8_B75_CACTAA,LMAN8,LMAN,B75,B75,282set_B75,B75,B75:8042MABXX:4:D3,PI608774,0.75568,6.80114
