Genotype	X.1060..pyruvic.acid..6.714	X.971..oxalic.acid..7.883	X.6287..L.valine.2..9.151	X.700..ethanolamine..9.879	X.6106..L.leucine.2..9.945	X.938..nicotinic.acid..10.27	X.791..DL.isoleucine.2..10.225	X.444266..maleic.acid..10.323	X.439194..glyceric.acid..10.735	X.444972..fumaric.acid..10.94	X.439742..beta.cyano.L.alanine..11.288	X.6288..L.threonine.2..11.464	X.239..Beta..alanine..1..12.044	X.12647..L.homoserine.2..12.359	X.5960..aspartic.acid.2..13.207	X.5810..trans.4.hydroxy.L.proline.2..13.267	X.119..gamma.aminobutyric.acid..GABA...13.326	X.5460407..threonic.acid..13.652	X.1001..phenethylamine..13.742	X.51..alpha.ketoglutaric.acid..13.859	X.738..L.glutamine.2..14.083	X.236..L.asparagine.2..14.984	X.2724705..1.6.anhydro.glucose..15.326	X.6912..xylitol..15.376	X.827..ribitol..15.66	X.754..glycerol.1.phosphate..16.056	X.439183..3.phosphoglyceric.acid..16.504	X.6262..L.ornithine.2..16.632	X.9750..citrulline.2..16.691	X.835..dehydroascorbic.acid..1..16.863	X.204..allantoin.1..17.293	X.448388..D.allose.1..17.278	X.5962..L.lysine.2..17.643	X.637542..4.hydroxycinnamic.acid..17.854	X.6057..tyrosine.2..17.871	X.128869..galactonic.acid.2..18.504	X.5460673..D.saccharic.acid..18.614	X.3037582..mucic.acid..18.907	X.1549111..caffeic.acid..19.755	X.5280450..linoleic.acid..20.399	X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65	X.439958..D.glucose.6.phosphate.1..21.394	X.60961..adenosine..23.825	X.5460935..turanose.1..24.81	X.6255..maltose.1..24.702	X.6255..maltose..2..24.915	X.642609..trans.caftaric.acid.2..25.529	X.6537496..chlorogenic.acid.1..26.37	X.439451..galactinol.2..26.479	X.2116..alpha.tocophereol..27.379	X.6537496..chlorogenic.acid.2..27.18._alt	X.5321515..stigmasterol..28.442	X.5321342..beta.sitosterol..28.848	X.439242..Raffinose..29.282	X.750..glycine..10.456..s100	X.5951..L.serine.2..11.174..s100	X.92824..D.malic.acid..12.794..s100	X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	X.444212..trans.aconitic.acid..15.842..s100	X.8742..shikimic.acid..16.433..s100	X.311..citric.acid..16.615..s100	X.6508..quinic.acid..17.076..s100	X.5984..fructose.1..17.18..s100	X.892..myo.inositol..19.354..s100	X.5988..Sucrose..23.988..s100	X.6537496..chlorogenic.acid.2..27.18..s100
Ki11	0.014894167	0.000237566	0.015792797	0.004507958	0.004136964	0.000620222	0.004166416	5.96E-05	0.021814726	0.003413363	0.001355213	0.017236474	0.002981187	0.001510391	0.080748769	0.000411077	0.00418361	0.011596712	3.96E-05	0.011504126	0.000452732	0.007545283	0.002300543	NA	0.018761726	0.020318817	0.001843689	0.002569677	0.001140698	0.001130556	0.020470143	0.00079639	0.000825245	0.004132517	0.017927098	0.000547488	0.001549497	0.003827423	0.00406602	4.47E-05	0.000370994	0.021588875	0.000720076	0.001836746	0.002983737	0.000502903	8.68E-06	0.000282259	0.03263414	0.001375444	0.00487841	0.001097741	0.00250242	0.01625757	0.137689947	0.101803805	0.015650129	0.009745891	0.025339316	0.037551804	0.019945409	0.042321974	0.075486355	0.104234962	0.826678366	0.004316544
Ki14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ky21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY228	0.012071484	9.05E-05	0.006990068	0.002764606	0.001869282	0.000786772	0.001858862	6.62E-05	0.016875316	0.007578536	0.002113403	0.005544466	0.004294106	0.002600462	0.059682904	0.000816206	0.005348041	0.008574623	0.002553625	0.011710647	0.000621339	0.018900685	0.002566194	0.003860436	0.020408163	0.005466798	0.002085204	0.003911087	0.002100458	0.001287851	0.007451561	0.00111001	0.000511445	0.001259759	0.014839366	0.000311046	0.000741278	0.002406186	0.010421991	0.000788276	6.20E-05	0.013708086	0.000125847	0.000440653	0.003600685	0.002533591	0.00066157	0.000126653	0.004242811	9.18E-06	0.014447591	NA	NA	0.004396374	0.166412101	0.126871668	0.033075088	0.015580624	0.018770358	0.034970526	0.031835999	0.024291051	0.114118867	0.060261436	0.985296553	0.003244941
L317	0.013816937	0.00018953	0.014381127	0.006226889	0.005562779	0.001231723	0.003950217	4.49E-06	0.009303419	0.016355636	0.001514996	0.014707649	0.003140625	0.001526064	0.062285562	0.000538854	0.01968588	0.008257226	0.003586714	0.01009252	0.000446578	0.012353546	0.000874799	0.004833683	0.018181818	0.029507662	0.003084575	0.010419531	0.00330233	0.003479059	0.010494338	0.000918359	0.000800569	0.002405618	0.01690818	0.000942228	0.001382849	0.001766399	0.01520801	0.001948462	0.000236468	0.024391461	0.000566146	0.003861586	0.003171473	0.003913458	0.001364092	0.000180462	0.018397529	0.003443411	0.006305208	0.000946895	0.008100766	0.011629252	0.049876543	0.055433346	0.027539593	0.009761816	0.013682504	0.03816436	0.024656441	0.042514029	0.047786507	0.051582492	0.488664422	0.001935403
L578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M14	0.006757065	0.000162194	0.010078049	0.005514994	0.004284085	0.000572325	0.003811825	0.000105871	0.016895243	0.005986481	0.001398007	0.011827154	0.001871751	0.001852202	0.072696609	0.000425163	0.003749631	0.013050837	0.001097812	0.00531409	0.000499551	0.007171519	0.001053683	0.001439555	0.021786492	0.016498402	0.006804872	0.008056103	0.004045891	0.004734087	0.00321337	0.000817617	0.000802068	0.002439109	0.017134405	0.000589229	0.001367749	0.003228983	0.011015731	0.001313168	0.00019484	0.020440808	0.000167614	0.000739875	0.005189961	0.001844267	0.014080262	0.001255232	0.016547951	0.001034715	0.040185033	0.000735487	0.004385699	0.021679008	0.155053694	0.060905168	0.025373168	0.011504689	0.004474805	0.024635338	0.016020484	0.042049502	0.074350077	0.066404737	0.871664648	0.004864215
M37W	0.018495272	0.000547785	0.016154445	0.004167113	0.006713982	0.001520749	0.006229011	4.86E-05	0.014513815	0.022703747	0.022964188	0.016268636	0.005211958	0.002712615	0.071120563	0.000234545	0.016650971	0.004238757	0.000553889	0.01017669	0.002305687	0.064387441	0.002294309	0.001697103	0.02004008	0.017657831	0.008662933	0.011569322	0.005854497	0.002111497	0.015985914	0.00077433	0.001616215	0.002089512	0.023016099	0.000393772	0.001088222	0.002598127	0.013425297	0.000693205	0.00014228	0.016423656	0.000309033	NA	0.003077528	0.003464426	0.000455164	0.000192708	0.009303813	0.000575044	0.005303927	0.000358632	0.001588186	0.010461249	0.194525926	0.146960588	0.021855082	0.016580659	0.006011342	0.015563985	0.022762583	0.01059661	0.049373517	0.06417329	1.025851499	NA
M162W	0.011231319	0.000491197	0.03250558	0.007988874	0.008114915	3.39E-05	0.007700925	1.58E-05	0.015825952	0.002945395	0.011717281	0.022355988	0.010283068	0.002328752	0.064313027	0.000770045	0.010484829	0.00432203	0.00175452	0.007975074	0.000679752	0.071118402	0.001100047	0.00233589	0.019685039	0.01836164	0.007600045	0.002046871	0.000899238	0.002784736	0.035826064	0.000953069	0.000630145	0.001161967	0.016567089	0.000276885	0.001391684	0.003721448	0.009062928	0.000928682	9.02E-05	0.021146435	0.000156614	0.002755412	0.003231024	0.004657921	0.001657863	0.005102306	0.022523666	0.002029561	0.07322065	0.000637104	0.004194919	0.00954782	0.508299322	0.204263986	0.015542532	0.008161455	0.006399101	0.028717917	0.024380315	0.011120389	0.099244594	0.032762877	0.718116999	0.003062984
MEF156-55-2	0.01508776	0.0002761	0.006664792	0.006113635	0.002007071	0.000965062	0.001864599	2.14E-05	0.031097472	0.00263364	0.000213892	0.007959075	0.002211076	0.00122495	0.078298492	0.000566325	0.032104969	0.006298787	0.000118338	0.009496542	0.00044197	0.00096801	0.001831131	0.001026595	0.019379845	0.014507249	0.005506595	0.004611664	0.001737849	0.00164733	0.023231066	0.000788876	0.000766154	0.003469249	0.016602689	0.000436995	0.002483492	0.012869376	0.013341007	0.000419371	6.64E-05	0.017105394	0.001098629	0.001105691	0.004378735	0.006661169	1.96E-05	0.000492449	0.008831591	0.00126327	0.000747424	0.000306007	0.001422507	0.015689888	0.084744038	0.060193151	0.012062682	0.011960926	0.010957244	0.021248451	0.019851622	0.000323768	0.02938891	0.048523617	0.690102866	0.002423637
MO1W	0.008575923	0.000348317	0.005413394	NA	0.001060886	NA	0.008794423	5.33E-06	0.012693375	0.001314103	0.025375418	0.07629736	0.065488579	0.015307094	0.12415601	0.001162556	0.102219364	0.009632308	0.00280935	0.005412255	0.001764555	0.091481364	0.001838803	NA	0.018518519	0.036518236	0.006654025	0.015373787	0.000818482	0.000572197	0.040203344	0.001257137	NA	0.005601315	0.006091969	0.000370048	0.006642901	0.010379284	0.005044898	9.38E-05	0.000154807	0.036219538	0.001309498	0.003080366	0.002649782	0.002509359	NA	0.018758077	0.015949348	0.000835867	0.021814332	0.001110091	0.005998112	0.028573856	0.373055389	0.505222194	0.023216108	0.023273338	0.021427686	0.018380214	0.027179252	0.002775632	0.057711201	0.071098139	0.932101945	0.013329709
Mo17	0.003448695	0.000255253	0.012241096	0.002782527	0.005986627	0.001449728	0.006480065	3.22E-05	0.006616032	0.007083326	0.000812755	0.018449805	0.004352661	0.002565388	0.058845413	0.001330327	0.002401733	0.005304009	0.001820367	0.005775088	0.000370638	0.005743152	0.003001713	NA	0.018975332	0.00976271	0.003168998	0.016119009	0.002014258	0.00184288	0.002228269	0.000598782	0.000817968	0.001343148	0.01910628	0.000369943	0.000792751	0.003793846	0.007965899	0.000637901	0.000110906	0.017348008	5.73E-05	0.002953404	0.003711285	0.002924326	0.000257879	0.000143382	0.010620877	1.66E-05	0.000556922	NA	NA	0.025568156	0.107757598	0.05787498	0.030889873	0.01013846	0.023898732	0.049286238	0.007857416	0.081011913	0.047427447	0.032914083	0.526895215	0.005637315
Mo18W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mo24W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mo44	0.007415051	0.00018753	0.008349941	0.003449026	0.001572875	0.00066701	0.001438793	6.15E-05	0.005509451	0.013618696	0.000317152	0.009653449	0.004475097	0.002799431	0.07962917	0.000467091	0.009051286	0.004695192	8.63E-05	0.005802533	0.000423837	0.002269122	0.001199867	0.002058372	0.020833333	0.016589941	0.006489223	0.009510873	0.003527677	0.002602061	0.005264295	0.000675009	0.000845125	0.001575636	0.021057888	0.000713379	0.001025434	0.005131488	0.007425316	0.000716211	7.28E-05	0.015810371	7.48E-05	0.001986729	0.003955053	0.003699137	9.05E-05	0.000389856	0.011770225	0.001039734	0.008476165	0.000376972	0.002761203	0.025421486	0.119946109	0.057130652	0.036573344	0.007945584	0.015582282	0.022338328	0.014951367	0.024066772	0.057570978	0.030809674	1.025729495	0.002641956
Mo45	0.00725521	0.000204631	0.010009231	0.004188809	0.003035425	0.000389994	0.002274901	0.000303735	0.014343781	0.019729251	0.000983829	0.007619416	0.00348673	0.001262369	0.063796889	0.000924051	0.003071638	0.011548607	5.52E-05	0.003932304	0.000579656	0.008261222	0.001249128	0.001733484	0.019305019	0.017544808	0.001310883	0.005668505	0.001834268	0.001661305	0.005688513	0.000700992	0.000855132	0.001637295	0.015164429	0.000649217	0.001405096	0.003888927	0.004381336	0.001033974	NA	0.019454861	0.000363267	0.005019041	0.003258533	0.005422523	0.000304773	0.000270783	0.020224624	0.00129458	0.016714625	0.001178234	0.006925291	0.020745686	0.087168923	0.09085155	0.039168187	0.012848914	0.032522196	0.027285962	0.02874175	0.063404473	0.054140366	0.057978353	0.851060769	0.004085414
Mo46	0.005010783	0.000120191	0.004680631	0.0023054	0.000793928	0.000347937	0.000841714	5.27E-05	0.013509269	0.004671645	0.000382946	0.002054299	0.001417725	0.000441544	0.053912484	0.000482263	0.002855388	0.013889126	6.03E-05	0.003962993	0.000157026	0.005968289	0.001559071	0.000531969	0.019920319	0.00382394	0.000693581	0.001133628	0.000486756	0.000388984	0.007349366	0.00046078	0.000264299	0.001203178	0.008673625	0.000158055	0.000826456	0.006610807	0.004561235	0.001231119	0.001772495	0.007816606	0.00052345	0.001471034	0.002132976	0.002116735	9.50E-05	8.50E-05	0.034343192	9.08E-06	0.000654407	NA	NA	0.005143283	0.050499755	0.036058772	0.013311416	0.005167301	0.010771451	0.02865106	0.007345305	0.029518517	0.026285834	0.037531578	0.446484738	0.000692718
Mo47	0.011646043	0.000189227	0.015695661	0.002041452	0.002673508	0.000996173	0.00179922	4.69E-05	0.011315817	0.009143471	0.004414614	0.020192063	0.006210648	0.003741252	0.074352229	0.010387424	0.004534522	0.006163026	0.000412344	0.007399069	0.000723236	0.044440446	0.003386802	0.002674991	0.019230769	0.021240803	0.003494736	0.007553307	0.002970503	0.003550598	0.007684475	0.000809308	0.000944596	0.002490543	0.022313216	0.0009413	0.00018703	0.002811048	0.004491953	0.000899006	0.000643261	0.015534503	0.000142099	0.001711884	0.003046853	0.001811359	0.000432667	0.000463647	0.006723401	0.002692019	0.037588074	0.000526539	0.003778878	0.019837064	0.280417088	0.159175734	0.045978829	0.010189988	0.032768219	0.061846323	0.014623397	0.016436825	0.071714744	0.02499262	1.212186867	0.013352944
MoG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mp339	0.021104273	0.000200264	0.013389727	0.004427388	0.002116499	0.00038503	0.002603289	2.15E-05	0.017367972	0.011751384	0.001312613	0.013440323	0.005684026	0.002051608	0.090304708	0.000345261	0.002618857	0.007573512	0.000139831	0.011601717	0.001195144	0.010373031	0.002865472	0.001849221	0.01996008	0.02164817	0.00522441	0.006107552	0.002533373	0.004459869	0.006125102	0.001217505	0.000790512	0.00191298	0.017549766	0.000815916	0.001201442	0.003788454	0.010319321	0.00156503	0.000145634	0.023533198	0.000354885	0.003427696	0.006087172	0.00406479	0.000898852	0.000172241	0.042757255	0.003727385	0.014959994	0.001535804	0.008742402	0.027820967	0.146796811	0.096524015	0.028625255	0.012791449	0.015039344	0.028366593	0.021752238	0.006349535	0.202593887	0.065275189	1.070041343	0.008363403
Ms71	0.006988206	0.000288363	0.019479326	0.007141859	0.006108054	NA	0.005222597	4.02E-05	0.008825078	0.003641223	0.001449859	0.011462566	0.004080899	0.002132025	0.076629145	0.000592644	0.016782558	0.005599112	0.001357143	0.004558575	0.001434454	0.010242587	0.001215015	NA	0.021321962	0.015753546	0.003350464	0.004465573	0.002763753	0.000880494	0.010561132	0.00064622	0.000945424	0.001289474	0.02196784	0.000166205	0.00017465	0.002794392	0.009365573	0.000155992	7.95E-05	0.023393735	0.000608963	0.0022899	0.003384926	0.002227024	0.000415484	0.000450232	0.004628469	0.000738252	0.036285391	0.000786807	0.003377565	0.004602451	0.105493703	0.08122445	0.021234992	0.010866325	0.012441435	0.023699121	0.014200146	0.003585066	0.107266909	0.019572913	0.844853136	0.006624158
MS153	0.006648211	0.000269157	0.00934772	0.005421034	0.004951397	3.80E-05	0.00416384	6.95E-05	0.010604213	0.006859495	0.000954692	0.014262968	0.003594576	0.002062153	0.073644925	0.000310678	0.001951488	0.006657671	0.000117789	0.00567927	0.000900089	0.005901533	0.001892214	0.000358039	0.022371365	0.034873631	0.00315332	0.003886858	0.001412124	0.001714626	0.003624009	0.000709303	0.000421225	0.001949327	0.01234611	0.000222205	0.000858977	0.008581771	0.01275186	0.001662243	0.00027231	0.023223743	0.000126957	0.00151905	0.00336951	0.003741622	0.000115336	0.000278325	0.008593159	0.002334287	0.00713601	0.000967014	0.006746962	0.01003162	0.101916458	0.078392159	0.041986033	0.011418486	0.019540763	0.079545093	0.016554958	0.061371593	0.072265346	0.048962765	0.783729433	0.00439002
MS1334	0.009899084	0.000425024	0.025494685	0.008159585	0.0089442	0.001361285	0.008048349	2.81E-05	0.009732842	0.008084014	0.003170675	0.016179963	0.00391222	0.002817915	0.086615531	0.001549745	0.014825797	0.015742284	7.79E-05	0.006243273	0.001619061	0.026049423	0.001777896	0.002118002	0.021691974	0.019516665	0.007479014	0.018132227	0.007300692	0.003245887	0.029167105	0.001150535	0.001257096	0.001071081	0.048430956	0.000563223	0.000281504	0.003836793	0.009618515	0.000775843	0.000108575	0.033053728	0.000489234	0.003129474	0.004788154	0.007366341	0.000989901	0.000524755	0.038047311	0.001660693	0.004755366	0.000643037	0.003184049	0.01555102	0.129373623	0.106759872	0.021601307	0.013078651	0.009995988	0.044600391	0.018783089	0.004601328	0.105346985	0.070561249	2.143840983	0.01099332
Mt42	0.010611458	0.000150051	0.013682262	0.004056344	0.002152759	0.001105469	0.001799888	7.27E-05	0.006349616	0.012189114	0.002888233	0.011002595	0.003419547	0.002010239	0.069555547	0.000507775	0.007402317	0.00745185	0.001655694	0.005517864	0.000976057	0.020393618	0.001416951	0.003380835	0.019762846	0.016888391	0.005236505	0.004737654	0.002265883	0.003128147	0.002316867	0.000861204	0.000648009	0.001803012	0.016200778	0.000705073	0.000240305	0.002687923	0.009891436	0.000550001	7.01E-05	0.012729242	0.000383941	0.000842852	0.003519507	NA	0.000364362	0.002579986	0.008738664	0.001244978	0.012394556	0.00070273	0.003360196	0.017230608	0.191051175	0.068990186	0.027945705	0.011951934	0.013427329	0.046505919	0.02597438	0.007091812	0.162541348	0.048235478	0.847521089	0.011530393
N6	0.013622879	0.000187341	0.019408718	0.003638923	0.005018344	0.000425544	0.004821053	1.52E-05	0.006277703	0.004975714	0.000847705	0.013068181	0.010538552	0.001625151	0.05175414	0.001118336	0.005685173	0.004766906	0.003615992	0.010147001	0.000730775	0.006580509	0.00156762	0.001376744	0.017699115	0.022068308	0.006139811	0.004322825	0.002883298	0.002189445	0.00501496	0.000424534	0.000488227	0.000989587	0.021024322	0.000795579	0.000614703	0.002933252	0.004379749	0.000967059	0.000186684	0.018933371	6.50E-05	0.001841433	0.003862934	NA	0.000318009	0.000392511	0.00642206	0.004487638	0.019636315	0.000780628	0.005748311	0.013663337	0.14667157	0.117757648	0.031290051	0.007541816	0.020336357	0.024958059	0.01623253	0.003015856	0.043127177	0.028887811	0.971440757	0.005953378
N7A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N28Ht	0.006949241	0.000348404	0.029093694	0.006499415	0.006828861	0.001280913	0.007383597	6.29E-05	0.004731341	0.009614698	0.01878399	0.018011348	0.007758113	0.003522191	0.073407258	0.000873133	0.025642975	0.006186136	0.000705124	0.003618262	0.000801603	0.072540289	0.001665373	0.002456275	0.018726592	0.021701083	0.010200431	0.014034098	0.006940692	0.001942712	0.024620966	0.000988279	0.001957135	0.004008887	0.027511831	0.000443196	0.000506003	0.005364993	0.013819159	0.000604633	0.000194236	0.024607882	0.000289842	0.000626616	0.003997488	0.003056663	0.000449244	0.000199877	0.012987781	0.000581081	0.007000649	0.000518797	0.002344153	0.007325501	0.157820779	0.165312538	0.020426969	0.010555804	0.004893494	0.034804412	0.01710478	0.021908485	0.031566401	0.037851622	0.827292226	0.004618515
N192	0.00453847	0.000139683	0.019646489	0.005943643	0.005807276	0.000274393	0.005568499	2.59E-05	0.007434487	0.003851124	0.002243432	0.014383132	0.002836336	0.001462982	0.066104267	0.000678147	0.004346486	0.008381305	0.000240274	0.005121428	0.001129925	0.012691801	0.001180033	0.002284503	0.018083183	0.020831388	0.006832866	0.003127093	0.001990858	0.001263618	0.025860086	0.000859115	0.000700822	0.004000861	0.023319426	0.000416589	0.000896389	0.004954792	0.012605114	0.001175648	0.000174336	0.016602981	7.48E-05	0.001401804	0.002699648	0.003245332	0.000848473	0.000263804	0.006664893	0.002124766	0.01315037	0.001019227	0.005556467	0.003488494	0.161245087	0.128688271	0.015162131	0.015207693	0.006145852	0.036748551	0.023231726	0.027798084	0.050118563	0.048189758	1.159895429	0.00748741
NC33	0.015713577	0.000156765	0.010718737	0.005502183	0.004519599	0.001335003	0.003773111	7.31E-05	0.011648683	0.004457123	0.001117948	0.01231745	0.006228363	0.004825419	0.064595922	0.001222132	0.029531481	0.007824774	9.21E-05	0.007305063	0.000723476	0.005611947	0.001213215	0.001313487	0.019569472	0.020034013	0.003790542	0.006029948	0.002674607	0.001879681	0.009798169	0.000830709	0.001185256	0.00144747	0.020230875	0.000850499	0.000165451	0.004378309	0.006705848	0.000611354	0.000104356	0.017932675	0.000434684	0.000569185	0.00328389	0.003757578	0.00078647	0.000538235	0.007360118	0.000535186	0.001505401	0.000938172	0.002340023	0.010116473	0.099923862	0.078849926	0.046380963	NA	0.011171932	0.026485429	0.025890508	0.028012775	0.050917237	0.055996948	1.098601878	NA
NC222	0.009262694	0.00016993	0.003804014	0.001952808	0.000749626	9.60E-05	0.000518626	0.000132409	0.025360833	0.015267696	0.001205305	0.023317235	0.00303859	0.001450178	0.071693606	0.001936269	0.009645406	0.012192622	0.000228877	0.008479892	0.000200539	0.021104743	0.00145161	0.002443787	0.018018018	0.015676228	0.005173621	0.008014536	0.002863921	0.001903044	0.002795001	0.000751403	0.001034932	0.007214504	0.024016306	0.000142135	0.000505592	0.002531517	0.001630179	0.002047351	0.000599147	0.01450869	0.000150972	0.005790986	0.004720163	0.005142666	2.40E-05	0.000585225	0.018390856	0.000297945	0.014326073	0.001916472	0.004102699	0.013660128	0.168077577	0.073176514	0.067313141	0.010252229	0.044252854	0.055580613	0.03272271	0.082648117	0.051937689	0.08203518	0.881020944	0.001006141
NC230	0.005490068	0.000276464	0.01353457	0.003381632	0.003875147	0.000644307	0.004255152	4.80E-05	0.007017133	0.014045895	0.000636532	0.00972289	0.003273107	0.002239358	0.090310791	0.000894387	0.001443062	0.00742824	0.001454625	0.004289577	0.000587619	0.003561334	0.001650809	NA	0.01984127	0.024945219	0.002938359	0.004056576	0.001250268	0.001510118	0.004106287	0.000458359	0.000775495	0.001178627	0.010684067	0.000856506	NA	0.002581282	0.010780365	0.002089429	0.000254666	0.012044921	1.60E-05	0.001209397	0.00449194	NA	0.000561169	0.000318997	0.00734962	0.001575778	0.019673132	0.000795498	0.005172201	0.005604641	0.112807892	0.075983648	0.073330058	0.006307962	0.050494023	0.052988397	0.020963359	0.051017159	0.030152362	0.046271024	0.630136592	0.001463265
NC232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC236	0.005688935	0.00029547	0.01777608	0.013999995	0.009384729	0.001305198	0.006227975	1.47E-05	0.008442421	0.006109901	0.005177454	0.019381107	0.002693904	0.003286765	0.065534288	0.001642915	0.003509626	0.011271993	0.00045055	0.007824959	0.001211984	0.036998579	0.001098062	0.001836972	0.02020202	0.010275656	0.002117703	0.032575916	0.008268761	0.001728344	0.012146882	0.001521727	0.003545957	0.001133978	0.033821272	0.000477382	0.000985594	0.006347087	0.007311038	0.000332164	0.000210405	0.020142905	0.000453197	0.004593156	0.006975033	0.00494634	0.003048489	0.000270039	0.014151701	1.24E-05	0.004971616	NA	3.81E-05	0.012714883	0.154909543	0.111475713	0.024941843	0.020320131	0.020186614	0.034493383	0.012694305	0.054032958	0.068201075	0.072766301	0.968474783	0.000775421
