TF_ID	Gene_ID_V3	Family	Gene_ID_V4
GRMZM2G439903_P01	GRMZM2G439903	NAC	Zm00001d052564
GRMZM2G440219_P01	GRMZM2G440219	NAC	NA
GRMZM2G440529_P01	GRMZM2G440529	bHLH	Zm00001d043248
GRMZM2G440949_P01	GRMZM2G440949	NF-YC	Zm00001d038557
GRMZM2G441031_P01	GRMZM2G441031	WRKY	Zm00001d023336
GRMZM2G444073_P01	GRMZM2G444073	NF-YB	Zm00001d049485
GRMZM2G444748_P01	GRMZM2G444748	bZIP	Zm00001d015153
GRMZM2G444748_P02	GRMZM2G444748	bZIP	Zm00001d015153
GRMZM2G445575_P01	GRMZM2G445575	bZIP	Zm00001d026398
GRMZM2G445575_P02	GRMZM2G445575	bZIP	Zm00001d026398
GRMZM2G445575_P03	GRMZM2G445575	bZIP	Zm00001d026398
GRMZM2G445575_P04	GRMZM2G445575	bZIP	Zm00001d026398
GRMZM2G445944_P01	GRMZM2G445944	TCP	Zm00001d018530
GRMZM2G446515_P03	GRMZM2G446515	BES1	Zm00001d019756
GRMZM2G446515_P04	GRMZM2G446515	BES1	Zm00001d019756
GRMZM2G446515_P05	GRMZM2G446515	BES1	Zm00001d019756
GRMZM2G446515_P06	GRMZM2G446515	BES1	Zm00001d019756
GRMZM2G447176_P01	GRMZM2G447176	LBD	Zm00001d033466
GRMZM2G447551_P01	GRMZM2G447551	CAMTA	Zm00001d028007
GRMZM2G448605_P01	GRMZM2G448605	WRKY	Zm00001d009595
GRMZM2G448607_P01	GRMZM2G448607	bZIP	Zm00001d035440
GRMZM2G449165_P01	GRMZM2G449165	VOZ	Zm00001d012734
GRMZM2G449681_P01	GRMZM2G449681	WRKY	Zm00001d010399
GRMZM2G449681_P02	GRMZM2G449681	WRKY	Zm00001d010399
GRMZM2G449681_P03	GRMZM2G449681	WRKY	Zm00001d010399
GRMZM2G449950_P01	GRMZM2G449950	Dof	Zm00001d051700
GRMZM2G450445_P01	GRMZM2G450445	NAC	Zm00001d003293
GRMZM2G450445_P02	GRMZM2G450445	NAC	Zm00001d003293
GRMZM2G450459_P01	GRMZM2G450459	SRS	Zm00001d038081
GRMZM2G451035_P01	GRMZM2G451035	WRKY	Zm00001d052358
GRMZM2G451771_P01	GRMZM2G451771	Dof	Zm00001d024790
GRMZM2G452996_P01	GRMZM2G452996	bHLH	Zm00001d027753
GRMZM2G453001_P01	GRMZM2G453001	STAT	NA
GRMZM2G453001_P02	GRMZM2G453001	STAT	NA
GRMZM2G453571_P01	GRMZM2G453571	WRKY	Zm00001d039032
GRMZM2G454022_P01	GRMZM2G454022	bHLH	Zm00001d008404
GRMZM2G456452_P01	GRMZM2G456452	Dof	Zm00001d032578
GRMZM2G456568_P01	GRMZM2G456568	NAC	Zm00001d038227
GRMZM2G456568_P02	GRMZM2G456568	NAC	Zm00001d038227
GRMZM2G458087_P01	GRMZM2G458087	TCP	Zm00001d025250
GRMZM2G459156_P01	GRMZM2G459156	NAC	Zm00001d045616
GRMZM2G460544_P01	GRMZM2G460544	SBP	Zm00001d052890
GRMZM2G460544_P02	GRMZM2G460544	SBP	Zm00001d052890
GRMZM2G461648_P01	GRMZM2G461648	WRKY	Zm00001d052355
GRMZM2G462417_P01	GRMZM2G462417	ZF-HD	Zm00001d052396
GRMZM2G462623_P01	GRMZM2G462623	E2F/DP	Zm00001d011597
GRMZM2G463133_P01	GRMZM2G463133	bHLH	Zm00001d011212
GRMZM2G463525_P01	GRMZM2G463525	Dof	Zm00001d040455
GRMZM2G463730_P01	GRMZM2G463730	FAR1	Zm00001d034282
GRMZM2G463730_P02	GRMZM2G463730	FAR1	Zm00001d034282
GRMZM2G464037_P01	GRMZM2G464037	GATA	Zm00001d052431
GRMZM2G465091_P01	GRMZM2G465091	TCP	Zm00001d025896
GRMZM2G465835_P01	GRMZM2G465835	NAC	Zm00001d038289
GRMZM2G468056_P01	GRMZM2G468056	WRKY	Zm00001d012505
GRMZM2G469873_P01	GRMZM2G469873	Trihelix	Zm00001d050698
GRMZM2G469873_P02	GRMZM2G469873	Trihelix	Zm00001d050698
GRMZM2G470974_P01	GRMZM2G470974	ZF-HD	Zm00001d023286
GRMZM2G471635_P01	GRMZM2G471635	bHLH	Zm00001d050016
GRMZM2G472589_P01	GRMZM2G472589	Nin-like	Zm00001d053437
GRMZM2G472671_P01	GRMZM2G472671	bHLH	Zm00001d031717
GRMZM2G473152_P01	GRMZM2G473152	NF-YB	Zm00001d042196
GRMZM2G473274_P01	GRMZM2G473274	bZIP	Zm00001d048455
GRMZM2G475014_P01	GRMZM2G475014	NAC	Zm00001d031164
GRMZM2G475289_P01	GRMZM2G475289	bHLH	Zm00001d027419
GRMZM2G475289_P02	GRMZM2G475289	bHLH	Zm00001d027419
GRMZM2G475305_P01	GRMZM2G475305	Nin-like	NA
GRMZM2G475984_P01	GRMZM2G475984	WRKY	Zm00001d039531
GRMZM2G478417_P01	GRMZM2G478417	bZIP	Zm00001d031790
GRMZM2G478501_P01	GRMZM2G478501	NF-YB	Zm00001d039957
GRMZM2G479610_P01	GRMZM2G479610	NF-YC	Zm00001d012133
GRMZM2G479760_P01	GRMZM2G479760	bZIP	Zm00001d018178
GRMZM2G479885_P01	GRMZM2G479885	bZIP	Zm00001d030617
GRMZM2G479980_P01	GRMZM2G479980	NAC	Zm00001d018773
GRMZM2G480621_P01	GRMZM2G480621	NF-YB	Zm00001d001775
GRMZM2G481163_P01	GRMZM2G481163	Trihelix	Zm00001d029974
GRMZM2G481280_P01	GRMZM2G481280	bHLH	Zm00001d035155
GRMZM2G501775_P01	GRMZM2G501775	WRKY	Zm00001d044682
GRMZM2G516301_P01	GRMZM2G516301	WRKY	Zm00001d008793
GRMZM2G526668_P02	GRMZM2G526668	bHLH	Zm00001d050394
GRMZM2G529859_P02	GRMZM2G529859	YABBY	Zm00001d017391
GRMZM2G532534_P01	GRMZM2G532534	GATA	Zm00001d048391
GRMZM2G549512_P01	GRMZM2G549512	WRKY	Zm00001d050023
GRMZM2G582893_P01	GRMZM2G582893	NF-YA	NA
GRMZM2G589696_P01	GRMZM2G589696	Dof	Zm00001d051577
GRMZM2G589696_P02	GRMZM2G589696	Dof	Zm00001d051577
GRMZM2G701689_P01	GRMZM2G701689	CPP	Zm00001d041445
GRMZM2G704330_P01	GRMZM2G704330	LBD	Zm00001d018832
GRMZM5G803888_P01	GRMZM5G803888	NAC	Zm00001d007850
GRMZM5G804893_P01	GRMZM5G804893	NF-YB	Zm00001d038397
GRMZM5G804893_P02	GRMZM5G804893	NF-YB	Zm00001d038397
GRMZM5G809663_P01	GRMZM5G809663	NF-YB	Zm00001d030151
GRMZM5G812272_P01	GRMZM5G812272	WRKY	Zm00001d011527
GRMZM5G812272_P02	GRMZM5G812272	WRKY	Zm00001d011527
GRMZM5G812774_P01	GRMZM5G812774	BES1	Zm00001d046305
GRMZM5G812883_P01	GRMZM5G812883	bHLH	NA
GRMZM5G813651_P01	GRMZM5G813651	NAC	Zm00001d042580
GRMZM5G813651_P02	GRMZM5G813651	NAC	Zm00001d042580
GRMZM5G816457_P01	GRMZM5G816457	WRKY	Zm00001d003331
GRMZM5G816457_P02	GRMZM5G816457	WRKY	Zm00001d003331
GRMZM5G817854_P01	GRMZM5G817854	bHLH	NA
GRMZM5G818643_P01	GRMZM5G818643	bHLH	Zm00001d020826
GRMZM5G818643_P02	GRMZM5G818643	bHLH	Zm00001d020826
GRMZM5G818655_P01	GRMZM5G818655	Trihelix	Zm00001d040682
GRMZM5G818776_P01	GRMZM5G818776	bHLH	NA
GRMZM5G821024_P01	GRMZM5G821024	bZIP	Zm00001d004857
GRMZM5G821024_P02	GRMZM5G821024	bZIP	Zm00001d004857
GRMZM5G821439_P01	GRMZM5G821439	GRAS	Zm00001d006551
GRMZM5G821755_P01	GRMZM5G821755	ZF-HD	Zm00001d041780
GRMZM5G822829_P01	GRMZM5G822829	bHLH	Zm00001d026147
GRMZM5G822829_P03	GRMZM5G822829	bHLH	Zm00001d026147
GRMZM5G823157_P01	GRMZM5G823157	WRKY	Zm00001d017712
GRMZM5G825321_P01	GRMZM5G825321	GRAS	Zm00001d002718
GRMZM5G825321_P02	GRMZM5G825321	GRAS	Zm00001d002718
GRMZM5G826526_P01	GRMZM5G826526	GRAS	NA
GRMZM5G828396_P01	GRMZM5G828396	bHLH	Zm00001d031561
GRMZM5G828396_P02	GRMZM5G828396	bHLH	Zm00001d031561
GRMZM5G829103_P03	GRMZM5G829103	NF-YA	Zm00001d033215
GRMZM5G829103_P05	GRMZM5G829103	NF-YA	Zm00001d033215
GRMZM5G829103_P06	GRMZM5G829103	NF-YA	Zm00001d033215
GRMZM5G829103_P07	GRMZM5G829103	NF-YA	Zm00001d033215
GRMZM5G829408_P01	GRMZM5G829408	E2F/DP	Zm00001d038664
GRMZM5G832473_P01	GRMZM5G832473	NAC	Zm00001d042758
GRMZM5G839518_P02	GRMZM5G839518	bHLH	Zm00001d016873
GRMZM5G839518_P03	GRMZM5G839518	bHLH	Zm00001d016873
GRMZM5G848942_P01	GRMZM5G848942	bZIP	Zm00001d043908
GRMZM5G849600_P01	GRMZM5G849600	bHLH	Zm00001d044272
GRMZM5G850092_P01	GRMZM5G850092	Trihelix	Zm00001d052798
GRMZM5G852801_P01	GRMZM5G852801	BES1	NA
GRMZM5G853836_P02	GRMZM5G853836	NF-YA	NA
GRMZM5G856837_P01	GRMZM5G856837	bHLH	Zm00001d014995
GRMZM5G857701_P01	GRMZM5G857701	NAC	Zm00001d018435
GRMZM5G857944_P01	GRMZM5G857944	NF-YA	Zm00001d018255
GRMZM5G857944_P02	GRMZM5G857944	NF-YA	Zm00001d018255
GRMZM5G858197_P01	GRMZM5G858197	bZIP	Zm00001d042721
GRMZM5G858197_P02	GRMZM5G858197	bZIP	Zm00001d042721
GRMZM5G858197_P03	GRMZM5G858197	bZIP	Zm00001d042721
GRMZM5G863198_P01	GRMZM5G863198	bHLH	Zm00001d016257
GRMZM5G863420_P01	GRMZM5G863420	WRKY	Zm00001d038843
GRMZM5G865626_P01	GRMZM5G865626	NF-YA	Zm00001d033773
GRMZM5G865967_P01	GRMZM5G865967	bHLH	Zm00001d031044
GRMZM5G866699_P02	GRMZM5G866699	NF-YB	Zm00001d012445
GRMZM5G868061_P01	GRMZM5G868061	BES1	Zm00001d039635
GRMZM5G868355_P01	GRMZM5G868355	GRAS	NA
GRMZM5G868471_P01	GRMZM5G868471	LBD	Zm00001d009823
GRMZM5G868875_P01	GRMZM5G868875	GeBP	Zm00001d013138
GRMZM5G868875_P02	GRMZM5G868875	GeBP	Zm00001d013138
GRMZM5G871347_P01	GRMZM5G871347	WRKY	Zm00001d039245
GRMZM5G871347_P02	GRMZM5G871347	WRKY	Zm00001d039245
GRMZM5G871347_P03	GRMZM5G871347	WRKY	Zm00001d039245
GRMZM5G873586_P02	GRMZM5G873586	LBD	Zm00001d023316
GRMZM5G873586_P03	GRMZM5G873586	LBD	Zm00001d023316
GRMZM5G873586_P04	GRMZM5G873586	LBD	Zm00001d023316
GRMZM5G874545_P01	GRMZM5G874545	GRAS	NA
GRMZM5G878561_P01	GRMZM5G878561	SBP	Zm00001d042319
GRMZM5G879527_P01	GRMZM5G879527	bHLH	Zm00001d031441
GRMZM5G879527_P02	GRMZM5G879527	bHLH	Zm00001d031441
GRMZM5G879527_P03	GRMZM5G879527	bHLH	Zm00001d031441
GRMZM5G879527_P04	GRMZM5G879527	bHLH	Zm00001d031441
GRMZM5G879778_P01	GRMZM5G879778	GATA	Zm00001d053949
GRMZM5G880069_P02	GRMZM5G880069	WRKY	NA
GRMZM5G880069_P03	GRMZM5G880069	WRKY	NA
GRMZM5G880268_P01	GRMZM5G880268	Dof	Zm00001d011058
GRMZM5G882527_P02	GRMZM5G882527	bHLH	Zm00001d031665
GRMZM5G882527_P03	GRMZM5G882527	bHLH	Zm00001d031665
GRMZM5G882527_P04	GRMZM5G882527	bHLH	Zm00001d031665
GRMZM5G884349_P01	GRMZM5G884349	bZIP	Zm00001d024285
GRMZM5G885274_P01	GRMZM5G885274	GRAS	NA
GRMZM5G885329_P01	GRMZM5G885329	NAC	Zm00001d021423
GRMZM5G887975_P01	GRMZM5G887975	GATA	Zm00001d009604
GRMZM5G889326_P01	GRMZM5G889326	GRAS	Zm00001d037901
GRMZM5G894234_P01	GRMZM5G894234	NAC	NA
GRMZM5G895672_P01	GRMZM5G895672	GRAS	Zm00001d048600
GRMZM5G896413_P01	GRMZM5G896413	bHLH	Zm00001d028314
GRMZM5G898290_P01	GRMZM5G898290	NAC	Zm00001d050893
GRMZM5G898290_P02	GRMZM5G898290	NAC	Zm00001d050893
GRMZM5G899865_P01	GRMZM5G899865	bHLH	Zm00001d033729
GRMZM6G257110_P01	GRMZM6G257110	NAC	Zm00001d052390
GRMZM6G287292_P01	GRMZM6G287292	BES1	NA
GRMZM6G613247_P01	GRMZM6G613247	HRT-like	Zm00001d021968
GRMZM6G613247_P02	GRMZM6G613247	HRT-like	Zm00001d021968
GRMZM6G787651_P01	GRMZM6G787651	Dof	NA
AC207656.3_FGP002	AC207656.3_FG002	ARF	NA
GRMZM2G005284_P01	GRMZM2G005284	ARF	Zm00001d025871
GRMZM2G006042_P01	GRMZM2G006042	ARF	Zm00001d023659
GRMZM2G006042_P02	GRMZM2G006042	ARF	Zm00001d023659
GRMZM2G006042_P03	GRMZM2G006042	ARF	Zm00001d023659
GRMZM2G017187_P02	GRMZM2G017187	ARF	Zm00001d003601
GRMZM2G023813_P01	GRMZM2G023813	ARF	Zm00001d026687
GRMZM2G028980_P01	GRMZM2G028980	ARF	Zm00001d053819
GRMZM2G030710_P01	GRMZM2G030710	ARF	Zm00001d039006
GRMZM2G034840_P01	GRMZM2G034840	ARF	Zm00001d001945
GRMZM2G034840_P02	GRMZM2G034840	ARF	Zm00001d001945
GRMZM2G035405_P02	GRMZM2G035405	ARF	Zm00001d014377
GRMZM2G056120_P01	GRMZM2G056120	ARF	Zm00001d043431
GRMZM2G073750_P01	GRMZM2G073750	ARF	Zm00001d041497
GRMZM2G073750_P02	GRMZM2G073750	ARF	Zm00001d041497
GRMZM2G073750_P03	GRMZM2G073750	ARF	Zm00001d041497
GRMZM2G078274_P01	GRMZM2G078274	ARF	Zm00001d001879
GRMZM2G078274_P03	GRMZM2G078274	ARF	Zm00001d001879
GRMZM2G081158_P01	GRMZM2G081158	ARF	Zm00001d031064
GRMZM2G081406_P01	GRMZM2G081406	ARF	Zm00001d051172
GRMZM2G086949_P01	GRMZM2G086949	ARF	Zm00001d026540
GRMZM2G102845_P01	GRMZM2G102845	ARF	Zm00001d015243
GRMZM2G116557_P01	GRMZM2G116557	ARF	Zm00001d011953
GRMZM2G116557_P02	GRMZM2G116557	ARF	Zm00001d011953
GRMZM2G116557_P03	GRMZM2G116557	ARF	Zm00001d011953
GRMZM2G116557_P04	GRMZM2G116557	ARF	Zm00001d011953
GRMZM2G122614_P01	GRMZM2G122614	ARF	Zm00001d003011
GRMZM2G137413_P01	GRMZM2G137413	ARF	Zm00001d050781
GRMZM2G153233_P01	GRMZM2G153233	ARF	Zm00001d032683
GRMZM2G153233_P02	GRMZM2G153233	ARF	Zm00001d032683
GRMZM2G159399_P01	GRMZM2G159399	ARF	Zm00001d014013
GRMZM2G159399_P02	GRMZM2G159399	ARF	Zm00001d014013
GRMZM2G160005_P01	GRMZM2G160005	ARF	Zm00001d045026
GRMZM2G169820_P01	GRMZM2G169820	ARF	Zm00001d031522
GRMZM2G179121_P01	GRMZM2G179121	ARF	Zm00001d030801
GRMZM2G181254_P01	GRMZM2G181254	ARF	Zm00001d030803
GRMZM2G317900_P01	GRMZM2G317900	ARF	Zm00001d014690
GRMZM2G338259_P01	GRMZM2G338259	ARF	Zm00001d042267
GRMZM2G338259_P02	GRMZM2G338259	ARF	Zm00001d042267
GRMZM2G352159_P01	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P02	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P03	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P04	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P05	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P06	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G352159_P07	GRMZM2G352159	ARF	Zm00001d041056
GRMZM2G378580_P01	GRMZM2G378580	ARF	Zm00001d049295
GRMZM2G378580_P02	GRMZM2G378580	ARF	Zm00001d049295
GRMZM2G378580_P05	GRMZM2G378580	ARF	Zm00001d049295
GRMZM2G378580_P06	GRMZM2G378580	ARF	Zm00001d049295
GRMZM2G390641_P01	GRMZM2G390641	ARF	Zm00001d000358
GRMZM2G390641_P02	GRMZM2G390641	ARF	Zm00001d000358
GRMZM2G437460_P01	GRMZM2G437460	ARF	Zm00001d043922
GRMZM2G437460_P02	GRMZM2G437460	ARF	Zm00001d043922
GRMZM2G441325_P01	GRMZM2G441325	ARF	Zm00001d038698
GRMZM2G475263_P01	GRMZM2G475263	ARF	Zm00001d039267
GRMZM2G475263_P02	GRMZM2G475263	ARF	Zm00001d039267
GRMZM2G702026_P01	GRMZM2G702026	ARF	Zm00001d016838
GRMZM5G808366_P01	GRMZM5G808366	ARF	Zm00001d002929
GRMZM5G874163_P01	GRMZM5G874163	ARF	Zm00001d012731
GRMZM5G874163_P02	GRMZM5G874163	ARF	Zm00001d012731
GRMZM5G874163_P03	GRMZM5G874163	ARF	Zm00001d012731
AC193767.3_FGP003	AC193767.3_FG003	B3	Zm00001d026694
GRMZM2G001048_P01	GRMZM2G001048	B3	Zm00001d049094
GRMZM2G001048_P02	GRMZM2G001048	B3	Zm00001d049094
GRMZM2G008356_P01	GRMZM2G008356	B3	Zm00001d021790
GRMZM2G017187_P01	GRMZM2G017187	B3	Zm00001d003601
GRMZM2G018336_P01	GRMZM2G018336	B3	NA
GRMZM2G018485_P01	GRMZM2G018485	B3	Zm00001d026005
GRMZM2G019956_P01	GRMZM2G019956	B3	Zm00001d013723
GRMZM2G024948_P01	GRMZM2G024948	B3	Zm00001d017618
GRMZM2G027253_P01	GRMZM2G027253	B3	Zm00001d035903
GRMZM2G028794_P01	GRMZM2G028794	B3	Zm00001d048244
GRMZM2G035701_P01	GRMZM2G035701	B3	Zm00001d011712
GRMZM2G065478_P01	GRMZM2G065478	B3	NA
GRMZM2G065496_P02	GRMZM2G065496	B3	Zm00001d030907
GRMZM2G065496_P03	GRMZM2G065496	B3	Zm00001d030907
GRMZM2G065496_P04	GRMZM2G065496	B3	Zm00001d030907
GRMZM2G065496_P05	GRMZM2G065496	B3	Zm00001d030907
GRMZM2G065538_P01	GRMZM2G065538	B3	NA
GRMZM2G082227_P01	GRMZM2G082227	B3	Zm00001d027409
GRMZM2G088413_P01	GRMZM2G088413	B3	NA
GRMZM2G088427_P01	GRMZM2G088427	B3	NA
GRMZM2G098063_P01	GRMZM2G098063	B3	Zm00001d033313
GRMZM2G098443_P01	GRMZM2G098443	B3	Zm00001d010077
GRMZM2G102059_P01	GRMZM2G102059	B3	Zm00001d002562
GRMZM2G102938_P01	GRMZM2G102938	B3	NA
GRMZM2G102938_P02	GRMZM2G102938	B3	NA
GRMZM2G102938_P03	GRMZM2G102938	B3	NA
GRMZM2G102938_P04	GRMZM2G102938	B3	NA
GRMZM2G102938_P05	GRMZM2G102938	B3	NA
GRMZM2G106673_P01	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G106673_P02	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G106673_P03	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G106673_P04	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G106673_P05	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G106673_P06	GRMZM2G106673	B3	Zm00001d049369
GRMZM2G109480_P01	GRMZM2G109480	B3	Zm00001d027939
GRMZM2G109480_P02	GRMZM2G109480	B3	Zm00001d027939
GRMZM2G109480_P03	GRMZM2G109480	B3	Zm00001d027939
GRMZM2G109879_P01	GRMZM2G109879	B3	Zm00001d004358
GRMZM2G109879_P02	GRMZM2G109879	B3	Zm00001d004358
GRMZM2G111123_P01	GRMZM2G111123	B3	Zm00001d044355
GRMZM2G111123_P02	GRMZM2G111123	B3	Zm00001d044355
GRMZM2G123461_P01	GRMZM2G123461	B3	Zm00001d031225
GRMZM2G125095_P01	GRMZM2G125095	B3	Zm00001d029749
GRMZM2G125596_P01	GRMZM2G125596	B3	Zm00001d052750
GRMZM2G126194_P01	GRMZM2G126194	B3	Zm00001d025233
GRMZM2G126194_P02	GRMZM2G126194	B3	Zm00001d025233
GRMZM2G133398_P02	GRMZM2G133398	B3	Zm00001d042396
GRMZM2G133398_P03	GRMZM2G133398	B3	Zm00001d042396
GRMZM2G142999_P01	GRMZM2G142999	B3	Zm00001d047359
GRMZM2G149940_P01	GRMZM2G149940	B3	Zm00001d001838
GRMZM2G149940_P02	GRMZM2G149940	B3	Zm00001d001838
GRMZM2G158162_P01	GRMZM2G158162	B3	Zm00001d022440
GRMZM2G158162_P02	GRMZM2G158162	B3	Zm00001d022440
GRMZM2G158162_P03	GRMZM2G158162	B3	Zm00001d022440
GRMZM2G160224_P01	GRMZM2G160224	B3	NA
GRMZM2G172621_P01	GRMZM2G172621	B3	Zm00001d007173
GRMZM2G173321_P02	GRMZM2G173321	B3	Zm00001d024321
GRMZM2G174610_P01	GRMZM2G174610	B3	Zm00001d038504
GRMZM2G174610_P02	GRMZM2G174610	B3	Zm00001d038504
GRMZM2G177244_P01	GRMZM2G177244	B3	Zm00001d042460
GRMZM2G180168_P01	GRMZM2G180168	B3	Zm00001d024545
GRMZM2G313737_P01	GRMZM2G313737	B3	Zm00001d011745
GRMZM2G320754_P01	GRMZM2G320754	B3	Zm00001d013722
GRMZM2G328742_P01	GRMZM2G328742	B3	Zm00001d052591
GRMZM2G344521_P01	GRMZM2G344521	B3	Zm00001d033324
GRMZM2G344521_P02	GRMZM2G344521	B3	Zm00001d033324
GRMZM2G405170_P01	GRMZM2G405170	B3	Zm00001d024103
GRMZM2G405699_P01	GRMZM2G405699	B3	Zm00001d034965
GRMZM2G405699_P02	GRMZM2G405699	B3	Zm00001d034965
GRMZM2G405699_P03	GRMZM2G405699	B3	Zm00001d034965
GRMZM2G423393_P01	GRMZM2G423393	B3	Zm00001d024354
GRMZM2G522066_P01	GRMZM2G522066	B3	NA
GRMZM5G805685_P01	GRMZM5G805685	B3	Zm00001d023446
GRMZM5G805685_P02	GRMZM5G805685	B3	Zm00001d023446
GRMZM5G834874_P01	GRMZM5G834874	B3	Zm00001d017112
GRMZM5G834874_P02	GRMZM5G834874	B3	Zm00001d017112
AC215909.3_FGP001	AC215909.3_FG001	AP2	NA
GRMZM2G021573_P01	GRMZM2G021573	AP2	Zm00001d048004
GRMZM2G022359_P01	GRMZM2G022359	AP2	Zm00001d024468
GRMZM2G028151_P01	GRMZM2G028151	AP2	Zm00001d034204
GRMZM2G073982_P01	GRMZM2G073982	AP2	Zm00001d045378
GRMZM2G086573_P01	GRMZM2G086573	AP2	Zm00001d002025
GRMZM2G113078_P01	GRMZM2G113078	AP2	Zm00001d011134
GRMZM2G124524_P01	GRMZM2G124524	AP2	Zm00001d005016
GRMZM2G124524_P03	GRMZM2G124524	AP2	Zm00001d005016
GRMZM2G130459_P01	GRMZM2G130459	AP2	Zm00001d018050
GRMZM2G130459_P02	GRMZM2G130459	AP2	Zm00001d018050
GRMZM2G130459_P03	GRMZM2G130459	AP2	Zm00001d018050
GRMZM2G131266_P01	GRMZM2G131266	AP2	Zm00001d032144
GRMZM2G131266_P02	GRMZM2G131266	AP2	Zm00001d032144
GRMZM2G139082_P01	GRMZM2G139082	AP2	Zm00001d046913
GRMZM2G139082_P02	GRMZM2G139082	AP2	Zm00001d046913
GRMZM2G141219_P01	GRMZM2G141219	AP2	Zm00001d020540
GRMZM2G141219_P02	GRMZM2G141219	AP2	Zm00001d020540
GRMZM2G141638_P01	GRMZM2G141638	AP2	Zm00001d042492
GRMZM2G160730_P01	GRMZM2G160730	AP2	Zm00001d046621
GRMZM2G160730_P02	GRMZM2G160730	AP2	Zm00001d046621
GRMZM2G174784_P01	GRMZM2G174784	AP2	Zm00001d002075
GRMZM2G174834_P02	GRMZM2G174834	AP2	Zm00001d052405
GRMZM2G174834_P03	GRMZM2G174834	AP2	Zm00001d052405
GRMZM2G176175_P01	GRMZM2G176175	AP2	Zm00001d019230
GRMZM2G176175_P02	GRMZM2G176175	AP2	Zm00001d019230
GRMZM2G317160_P01	GRMZM2G317160	AP2	Zm00001d028919
GRMZM2G366434_P01	GRMZM2G366434	AP2	Zm00001d017207
GRMZM2G415251_P01	GRMZM2G415251	AP2	Zm00001d028070
GRMZM2G416701_P01	GRMZM2G416701	AP2	Zm00001d035512
GRMZM2G451031_P01	GRMZM2G451031	AP2	Zm00001d043116
GRMZM2G461905_P01	GRMZM2G461905	AP2	Zm00001d028069
GRMZM2G700665_P03	GRMZM2G700665	AP2	Zm00001d010987
GRMZM2G703514_P01	GRMZM2G703514	AP2	NA
GRMZM2G703514_P02	GRMZM2G703514	AP2	NA
GRMZM2G703514_P03	GRMZM2G703514	AP2	NA
GRMZM2G703514_P04	GRMZM2G703514	AP2	NA
GRMZM5G862109_P01	GRMZM5G862109	AP2	Zm00001d034629
GRMZM5G862109_P03	GRMZM5G862109	AP2	Zm00001d034629
GRMZM2G146688_P01	GRMZM2G146688	AP2	Zm00001d007840
GRMZM2G013657_P01	GRMZM2G013657	AP2	Zm00001d038087
GRMZM2G013657_P04	GRMZM2G013657	AP2	Zm00001d038087
GRMZM2G700665_P02	GRMZM2G700665	AP2	Zm00001d010987
GRMZM2G013657_P02	GRMZM2G013657	AP2	Zm00001d038087
GRMZM5G862109_P02	GRMZM5G862109	AP2	Zm00001d034629
GRMZM2G021573_P03	GRMZM2G021573	AP2	Zm00001d048004
GRMZM2G416701_P02	GRMZM2G416701	AP2	Zm00001d035512
GRMZM2G076602_P01	GRMZM2G076602	AP2	Zm00001d026448
GRMZM2G174834_P04	GRMZM2G174834	AP2	Zm00001d052405
GRMZM2G399072_P02	GRMZM2G399072	AP2	Zm00001d027878
GRMZM2G174784_P02	GRMZM2G174784	AP2	Zm00001d002075
GRMZM2G174784_P03	GRMZM2G174784	AP2	Zm00001d002075
GRMZM2G174784_P04	GRMZM2G174784	AP2	Zm00001d002075
GRMZM2G700665_P01	GRMZM2G700665	AP2	Zm00001d010987
AC187157.4_FGP001	AC187157.4_FG001	ERF	Zm00001d008872
AC198403.3_FGP001	AC198403.3_FG001	ERF	Zm00001d048991
AC198979.4_FGP009	AC198979.4_FG009	ERF	NA
AC200038.4_FGP011	AC200038.4_FG011	ERF	NA
AC206951.3_FGP016	AC206951.3_FG016	ERF	Zm00001d027928
AC206951.3_FGP017	AC206951.3_FG017	ERF	Zm00001d027929
AC209257.4_FGP006	AC209257.4_FG006	ERF	NA
AC213666.3_FGP003	AC213666.3_FG003	ERF	Zm00001d049309
AC233933.1_FGP001	AC233933.1_FG001	ERF	Zm00001d019475
GRMZM2G000520_P01	GRMZM2G000520	ERF	Zm00001d051451
GRMZM2G002119_P01	GRMZM2G002119	ERF	Zm00001d043204
GRMZM2G003466_P01	GRMZM2G003466	ERF	Zm00001d028017
GRMZM2G005301_P01	GRMZM2G005301	ERF	Zm00001d016260
GRMZM2G006745_P01	GRMZM2G006745	ERF	Zm00001d010048
GRMZM2G006745_P02	GRMZM2G006745	ERF	Zm00001d010048
GRMZM2G006745_P03	GRMZM2G006745	ERF	Zm00001d010048
GRMZM2G006745_P04	GRMZM2G006745	ERF	Zm00001d010048
GRMZM2G006745_P06	GRMZM2G006745	ERF	Zm00001d010048
